ver_id,id
375764,2203
428178,2203
385066,2181
522994,2180
319775,2184
320450,2187
320224,2188
319812,2193
370135,2194
464881,2195
320645,2199
320241,2200
454059,2202
319972,2203
551314,2709
489103,2181
521924,2180
413850,2184
530270,2184
589344,2184
493119,2187
486738,2188
500016,2193
553555,2195
550735,2199
569596,2200
562854,2202
493120,2203
510106,2185
510106,2196
510106,2197
549127,2181
510588,2180
485581,2183
479713,2184
529059,2184
583234,2184
503011,2187
463618,2188
495585,2188
583293,2188
519378,2189
592440,2190
583363,2191
496550,2193
520952,2194
512085,2195
501115,2199
548275,2200
548281,2201
519883,2202
586246,2207
517079,2203
579011,2665
500496,2181
500496,2184
448165,2180
486785,2184
342655,2184
342655,2187
342655,2188
342652,2184
342652,2187
342652,2188
342654,2184
342654,2187
342654,2188
342653,2184
342653,2187
342653,2188
345524,2184
345524,2187
345524,2188
286896,2184
286896,2187
286896,2188
434246,2184
434246,2188
595121,2187
569694,2191
422081,2194
440312,2195
430203,2199
579455,2200
392433,2202
393523,2203
250967,2184
408947,2181
261341,2180
192836,2183
513820,2183
183846,2187
182429,2188
390004,2188
560716,2188
185724,2193
569405,2193
251272,2194
380904,2195
183538,2199
393676,2200
393676,2203
168683,2184
511473,2184
209563,2201
340167,2202
245254,2203
33614,2181
568795,2181
33611,2180
33611,2206
20573,2183
434598,2183
434595,2184
26899,2184
232973,2184
23758,2184
24892,2184
282032,2187
23948,2188
439463,2188
257801,2188
434594,2188
352880,2189
352880,2190
279539,2189
310221,2191
27740,2193
464985,2193
161554,2193
260450,2193
34669,2194
434601,2194
542143,2195
33610,2195
86409,2182
86409,2185
86409,2186
86409,2196
86409,2197
86409,2198
86409,2204
464983,2182
464983,2184
464983,2186
464983,2198
464983,2204
24179,2199
24188,2199
434600,2199
33935,2200
282033,2200
434596,2200
33607,2201
503612,2202
73257,2202
30561,2203
434597,2203
343250,2709
464984,2709
113063,2184
339115,2184
538592,2184
376219,2184
376219,2188
336722,2184
336722,2188
392224,2187
383671,2193
398093,2194
395939,2195
397883,2199
372458,2200
389046,2202
375677,2203
454492,2181
465800,2180
465800,2184
285222,2184
454948,2187
455006,2188
454278,2193
460090,2195
454276,2199
486367,2200
526591,2202
460264,2203
385067,2181
248956,2184
263058,2187
254037,2188
275395,2193
261912,2199
322162,2200
408004,2202
257777,2203
455532,2181
390890,2180
326399,2184
354964,2184
413265,2184
377612,2187
355348,2188
391354,2193
385976,2195
536913,2195
378441,2203
386949,2181
90890,2180
21720,2183
22645,2184
162791,2184
25901,2184
131785,2184
549305,2184
217950,2184
415722,2184
338832,2184
40475,2187
284441,2187
26984,2188
47687,2188
356576,2188
33087,2193
269414,2193
168798,2194
304894,2195
515245,2195
126320,2199
524351,2199
366034,2200
398397,2202
29833,2203
228033,2203
373288,2203
278264,2184
373895,2184
287420,2187
385440,2187
486156,2181
561560,2184
493946,2180
493946,2206
530267,2182
420679,2183
520821,2186
426416,2187
391349,2188
423617,2188
435122,2191
449688,2193
465247,2194
461129,2195
417786,2184
466772,2184
513507,2184
470886,2756
435767,2199
472147,2202
437818,2184
413496,2203
550041,2203
566518,2665
591904,2181
584007,2183
571944,2184
583278,2187
571945,2188
599393,2191
591051,2193
588632,2195
597384,2199
598385,2203
166499,2184
502906,2184
576101,2184
288619,2184
288619,2188
590466,2187
291748,2193
594891,2194
498826,2195
524542,2195
280605,2200
559959,2203
221497,2205
221500,2205
221502,2205
221498,2205
221499,2205
221501,2205
97946,2188
277629,2187
130617,2187
414352,2181
414352,2184
131094,2205
555690,2194
80425,2205
510654,2184
161375,2184
197294,2184
37037,2184
99643,2184
338408,2184
161376,2184
468127,2184
468128,2184
197295,2184
236190,2205
259943,2200
259944,2200
92783,2205
487086,2184
131142,2205
300829,2184
300829,2187
300829,2188
300829,2193
279473,2188
545834,2184
604165,2184
165191,2184
104243,2184
514468,2199
575538,2184
395932,2184
244339,2184
595357,2187
456758,2188
370519,2193
498827,2195
361341,2199
372724,2200
578441,2202
558265,2203
420068,2185
420068,2196
420068,2197
560187,2675
560187,3069
560187,2681
395362,2181
410836,2180
437888,2200
385808,2183
385808,2187
401797,2183
401797,2187
407637,2184
361011,2184
